file	result	first_error
scripts/smoke_v2_handle.ail	FAIL	Error: type error in scripts/smoke_v2_handle (decl 8): type unification failed at [function application at scripts/smoke_v2_handle.ail:76:16]: failed to unify parameter 1: record field mismatch: expected 10 fields, got 9
scripts/smoke_v2_hybrid.ail	ok	
scripts/smoke_v2_intercept.ail	ok	
scripts/smoke_v2_pending.ail	FAIL	Error: type error in scripts/smoke_v2_pending (decl 12): type unification failed at [function application at scripts/smoke_v2_pending.ail:101:16]: failed to unify parameter 1: record field mismatch: expected 10 fields, got 9
scripts/smoke_v2_pending_full_loop.ail	FAIL	Error: type error in scripts/smoke_v2_pending_full_loop (decl 10): type unification failed at [function application at scripts/smoke_v2_pending_full_loop.ail:94:16]: failed to unify parameter 1: record field mismatch: expected 10 fields, got 9
scripts/smoke_v2_policy.ail	ok	
scripts/smoke_v2_policy_denial.ail	FAIL	Error: type error in scripts/smoke_v2_policy_denial (decl 8): type unification failed at [function application at scripts/smoke_v2_policy_denial.ail:64:16]: failed to unify parameter 1: record field mismatch: expected 10 fields, got 9
scripts/smoke_v2_stream_parity.ail	ok	
scripts/smoke_v2_tool_build.ail	ok	
scripts/smoke_v2_tool_read.ail	ok	
scripts/smoke_v2_tool_write.ail	ok	
scripts/smoke_v2_workdir_resolution.ail	ok	
scripts/smoke_v2_writefile_missing_parent.ail	ok	
scripts/spike_trace_forwarding.ail	ok	
scripts/verify_delegate_kind_required.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_herdr/herdr: failed to resolve package import "pkg/sunholo/motoko_ext_herdr/herdr": package "sunholo/motoko_ext_herdr" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_exit_intent.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_herdr/herdr: failed to resolve package import "pkg/sunholo/motoko_ext_herdr/herdr": package "sunholo/motoko_ext_herdr" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_extension_boot.ail	ok	
scripts/verify_herdr_delegate_wait.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_herdr/herdr: failed to resolve package import "pkg/sunholo/motoko_ext_herdr/herdr": package "sunholo/motoko_ext_herdr" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_herdr_gate.ail	ok	
scripts/verify_herdr_orchestrator.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_herdr/herdr: failed to resolve package import "pkg/sunholo/motoko_ext_herdr/herdr": package "sunholo/motoko_ext_herdr" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_mot131_early_answer.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_herdr/herdr: failed to resolve package import "pkg/sunholo/motoko_ext_herdr/herdr": package "sunholo/motoko_ext_herdr" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_mot133_owner_tag.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_herdr/herdr: failed to resolve package import "pkg/sunholo/motoko_ext_herdr/herdr": package "sunholo/motoko_ext_herdr" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_mot136_dagr_producer.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_herdr/herdr: failed to resolve package import "pkg/sunholo/motoko_ext_herdr/herdr": package "sunholo/motoko_ext_herdr" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_mot137_dagr_pane.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_herdr/herdr: failed to resolve package import "pkg/sunholo/motoko_ext_herdr/herdr": package "sunholo/motoko_ext_herdr" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_repetition_guard.ail	FAIL	Error: module loading error: failed to load pkg/sunholo/motoko_ext_repetition_guard/repetition_guard: failed to resolve package import "pkg/sunholo/motoko_ext_repetition_guard/repetition_guard": package "sunholo/motoko_ext_repetition_guard" not found in ailang.lock; run 'ailang lock' to resolve dependencies
scripts/verify_wait_descriptor_fixtures.ail	ok	
